site,Directory,FileName,DateTimeOriginal,DateTimeCorrected,species,count,juvenile,moving,resting,eating,standing,interacting,male
G12,G12/G12_R1/100EK113,07240001.JPG,7/24/18 12:18,7/24/18 12:18,human,,,,,,,,
G12,G12/G12_R1/100EK113,07240002.JPG,7/24/18 12:18,7/24/18 12:18,human,,,,,,,,
G12,G12/G12_R1/100EK113,07240003.JPG,7/24/18 12:19,7/24/18 12:19,human,,,,,,,,
G12,G12/G12_R1/100EK113,07240004.JPG,7/24/18 12:19,7/24/18 12:19,human,,,,,,,,
G12,G12/G12_R1/100EK113,07240005.JPG,7/24/18 12:20,7/24/18 12:20,human,,,,,,,,
G12,G12/G12_R1/100EK113,07240006.JPG,7/24/18 12:20,7/24/18 12:20,human,,,,,,,,
G12,G12/G12_R1/100EK113,07240007.JPG,7/24/18 12:20,7/24/18 12:20,human,,,,,,,,
G12,G12/G12_R1/100EK113,07240008.JPG,7/24/18 12:20,7/24/18 12:20,human,,,,,,,,
G12,G12/G12_R1/100EK113,07240009.JPG,7/24/18 12:21,7/24/18 12:21,human,,,,,,,,
G12,G12/G12_R1/100EK113,07240010.JPG,7/24/18 12:21,7/24/18 12:21,human,,,,,,,,
G12,G12/G12_R1/100EK113,07240011.JPG,7/24/18 13:30,7/24/18 13:30,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240012.JPG,7/24/18 13:30,7/24/18 13:30,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240013.JPG,7/24/18 13:35,7/24/18 13:35,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240014.JPG,7/24/18 13:35,7/24/18 13:35,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240015.JPG,7/24/18 13:37,7/24/18 13:37,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240016.JPG,7/24/18 13:37,7/24/18 13:37,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240017.JPG,7/24/18 13:39,7/24/18 13:39,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240018.JPG,7/24/18 13:39,7/24/18 13:39,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240019.JPG,7/24/18 13:51,7/24/18 13:51,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240020.JPG,7/24/18 13:51,7/24/18 13:51,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240021.JPG,7/24/18 13:52,7/24/18 13:52,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240022.JPG,7/24/18 13:52,7/24/18 13:52,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240023.JPG,7/24/18 13:52,7/24/18 13:52,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240024.JPG,7/24/18 13:52,7/24/18 13:52,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240025.JPG,7/24/18 13:53,7/24/18 13:53,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240026.JPG,7/24/18 13:53,7/24/18 13:53,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240027.JPG,7/24/18 13:55,7/24/18 13:55,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240028.JPG,7/24/18 13:55,7/24/18 13:55,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240029.JPG,7/24/18 13:56,7/24/18 13:56,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240030.JPG,7/24/18 13:56,7/24/18 13:56,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240031.JPG,7/24/18 14:01,7/24/18 14:01,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240032.JPG,7/24/18 14:01,7/24/18 14:01,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240033.JPG,7/24/18 14:06,7/24/18 14:06,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240034.JPG,7/24/18 14:06,7/24/18 14:06,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240035.JPG,7/24/18 14:25,7/24/18 14:25,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240036.JPG,7/24/18 14:25,7/24/18 14:25,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240037.JPG,7/24/18 14:26,7/24/18 14:26,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240038.JPG,7/24/18 14:26,7/24/18 14:26,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240039.JPG,7/24/18 14:27,7/24/18 14:27,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240040.JPG,7/24/18 14:27,7/24/18 14:27,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240041.JPG,7/24/18 14:38,7/24/18 14:38,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240042.JPG,7/24/18 14:38,7/24/18 14:38,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240043.JPG,7/24/18 14:40,7/24/18 14:40,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240044.JPG,7/24/18 14:40,7/24/18 14:40,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240045.JPG,7/24/18 14:41,7/24/18 14:41,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240046.JPG,7/24/18 14:41,7/24/18 14:41,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240047.JPG,7/24/18 14:43,7/24/18 14:43,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240048.JPG,7/24/18 14:43,7/24/18 14:43,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240049.JPG,7/24/18 14:44,7/24/18 14:44,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240050.JPG,7/24/18 14:44,7/24/18 14:44,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240051.JPG,7/24/18 14:45,7/24/18 14:45,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240052.JPG,7/24/18 14:45,7/24/18 14:45,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240053.JPG,7/24/18 14:45,7/24/18 14:45,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240054.JPG,7/24/18 14:45,7/24/18 14:45,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240055.JPG,7/24/18 14:46,7/24/18 14:46,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240056.JPG,7/24/18 14:46,7/24/18 14:46,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240057.JPG,7/24/18 14:50,7/24/18 14:50,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240058.JPG,7/24/18 14:50,7/24/18 14:50,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240059.JPG,7/24/18 14:55,7/24/18 14:55,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240060.JPG,7/24/18 14:55,7/24/18 14:55,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240061.JPG,7/24/18 15:27,7/24/18 15:27,unknown,,,,,,,,
G12,G12/G12_R1/100EK113,07240062.JPG,7/24/18 15:27,7/24/18 15:27,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07240063.JPG,7/24/18 17:16,7/24/18 17:16,duiker,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07240064.JPG,7/24/18 17:16,7/24/18 17:16,duiker,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07250065.JPG,7/25/18 8:34,7/25/18 8:34,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250066.JPG,7/25/18 8:34,7/25/18 8:34,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250067.JPG,7/25/18 9:19,7/25/18 9:19,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250068.JPG,7/25/18 9:19,7/25/18 9:19,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250069.JPG,7/25/18 9:26,7/25/18 9:26,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250070.JPG,7/25/18 9:26,7/25/18 9:26,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250071.JPG,7/25/18 9:27,7/25/18 9:27,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250072.JPG,7/25/18 9:27,7/25/18 9:27,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250073.JPG,7/25/18 9:30,7/25/18 9:30,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250074.JPG,7/25/18 9:30,7/25/18 9:30,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250075.JPG,7/25/18 9:36,7/25/18 9:36,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250076.JPG,7/25/18 9:36,7/25/18 9:36,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250077.JPG,7/25/18 9:37,7/25/18 9:37,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250078.JPG,7/25/18 9:38,7/25/18 9:38,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250079.JPG,7/25/18 9:42,7/25/18 9:42,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250080.JPG,7/25/18 9:42,7/25/18 9:42,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250081.JPG,7/25/18 9:47,7/25/18 9:47,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250082.JPG,7/25/18 9:47,7/25/18 9:47,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250083.JPG,7/25/18 9:50,7/25/18 9:50,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250084.JPG,7/25/18 9:50,7/25/18 9:50,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250085.JPG,7/25/18 10:06,7/25/18 10:06,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250086.JPG,7/25/18 10:06,7/25/18 10:06,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250087.JPG,7/25/18 10:14,7/25/18 10:14,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250088.JPG,7/25/18 10:14,7/25/18 10:14,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250089.JPG,7/25/18 10:17,7/25/18 10:17,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250090.JPG,7/25/18 10:17,7/25/18 10:17,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250091.JPG,7/25/18 10:18,7/25/18 10:18,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250092.JPG,7/25/18 10:18,7/25/18 10:18,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250093.JPG,7/25/18 10:18,7/25/18 10:18,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250094.JPG,7/25/18 10:18,7/25/18 10:18,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250095.JPG,7/25/18 10:19,7/25/18 10:19,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250096.JPG,7/25/18 10:19,7/25/18 10:19,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250097.JPG,7/25/18 10:24,7/25/18 10:24,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250098.JPG,7/25/18 10:24,7/25/18 10:24,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250099.JPG,7/25/18 10:26,7/25/18 10:26,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250100.JPG,7/25/18 10:26,7/25/18 10:26,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250101.JPG,7/25/18 10:35,7/25/18 10:35,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250102.JPG,7/25/18 10:35,7/25/18 10:35,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250103.JPG,7/25/18 10:41,7/25/18 10:41,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250104.JPG,7/25/18 10:41,7/25/18 10:41,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250105.JPG,7/25/18 10:46,7/25/18 10:46,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250106.JPG,7/25/18 10:46,7/25/18 10:46,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250107.JPG,7/25/18 11:05,7/25/18 11:05,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250108.JPG,7/25/18 11:05,7/25/18 11:05,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250109.JPG,7/25/18 11:06,7/25/18 11:06,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250110.JPG,7/25/18 11:06,7/25/18 11:06,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250111.JPG,7/25/18 11:07,7/25/18 11:07,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250112.JPG,7/25/18 11:07,7/25/18 11:07,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250113.JPG,7/25/18 11:11,7/25/18 11:11,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250114.JPG,7/25/18 11:11,7/25/18 11:11,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250115.JPG,7/25/18 11:18,7/25/18 11:18,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250116.JPG,7/25/18 11:18,7/25/18 11:18,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250117.JPG,7/25/18 11:19,7/25/18 11:19,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250118.JPG,7/25/18 11:19,7/25/18 11:19,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250119.JPG,7/25/18 11:20,7/25/18 11:20,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250120.JPG,7/25/18 11:20,7/25/18 11:20,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250121.JPG,7/25/18 11:21,7/25/18 11:21,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250122.JPG,7/25/18 11:21,7/25/18 11:21,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250123.JPG,7/25/18 13:28,7/25/18 13:28,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250124.JPG,7/25/18 13:28,7/25/18 13:28,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250125.JPG,7/25/18 13:32,7/25/18 13:32,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250126.JPG,7/25/18 13:32,7/25/18 13:32,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250127.JPG,7/25/18 13:34,7/25/18 13:34,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250128.JPG,7/25/18 13:34,7/25/18 13:34,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250129.JPG,7/25/18 13:45,7/25/18 13:45,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250130.JPG,7/25/18 13:45,7/25/18 13:45,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250131.JPG,7/25/18 13:46,7/25/18 13:46,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250132.JPG,7/25/18 13:46,7/25/18 13:46,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250133.JPG,7/25/18 13:48,7/25/18 13:48,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250134.JPG,7/25/18 13:48,7/25/18 13:48,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250135.JPG,7/25/18 13:49,7/25/18 13:49,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250136.JPG,7/25/18 13:49,7/25/18 13:49,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250137.JPG,7/25/18 13:52,7/25/18 13:52,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250138.JPG,7/25/18 13:52,7/25/18 13:52,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250139.JPG,7/25/18 14:02,7/25/18 14:02,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250140.JPG,7/25/18 14:02,7/25/18 14:02,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250141.JPG,7/25/18 14:08,7/25/18 14:08,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250142.JPG,7/25/18 14:08,7/25/18 14:08,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250143.JPG,7/25/18 14:10,7/25/18 14:10,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250144.JPG,7/25/18 14:10,7/25/18 14:10,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250145.JPG,7/25/18 14:21,7/25/18 14:21,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250146.JPG,7/25/18 14:21,7/25/18 14:21,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250147.JPG,7/25/18 14:21,7/25/18 14:21,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250148.JPG,7/25/18 14:21,7/25/18 14:21,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250149.JPG,7/25/18 14:26,7/25/18 14:26,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250150.JPG,7/25/18 14:26,7/25/18 14:26,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250151.JPG,7/25/18 14:29,7/25/18 14:29,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250152.JPG,7/25/18 14:29,7/25/18 14:29,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250153.JPG,7/25/18 14:31,7/25/18 14:31,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250154.JPG,7/25/18 14:31,7/25/18 14:31,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250155.JPG,7/25/18 14:32,7/25/18 14:32,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250156.JPG,7/25/18 14:32,7/25/18 14:32,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250157.JPG,7/25/18 14:33,7/25/18 14:33,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250158.JPG,7/25/18 14:33,7/25/18 14:33,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250159.JPG,7/25/18 14:45,7/25/18 14:45,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250160.JPG,7/25/18 14:45,7/25/18 14:45,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07250161.JPG,7/25/18 17:06,7/25/18 17:06,baboon,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07250162.JPG,7/25/18 17:06,7/25/18 17:06,baboon,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07250163.JPG,7/25/18 23:37,7/25/18 23:37,sable_antelope,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07250164.JPG,7/25/18 23:37,7/25/18 23:37,sable_antelope,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07260165.JPG,7/26/18 9:41,7/26/18 9:41,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260166.JPG,7/26/18 9:41,7/26/18 9:41,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260167.JPG,7/26/18 10:02,7/26/18 10:02,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260168.JPG,7/26/18 10:02,7/26/18 10:02,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260169.JPG,7/26/18 10:03,7/26/18 10:03,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260170.JPG,7/26/18 10:03,7/26/18 10:03,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260171.JPG,7/26/18 10:03,7/26/18 10:03,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260172.JPG,7/26/18 10:03,7/26/18 10:03,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260173.JPG,7/26/18 10:05,7/26/18 10:05,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260174.JPG,7/26/18 10:05,7/26/18 10:05,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260175.JPG,7/26/18 10:09,7/26/18 10:09,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260176.JPG,7/26/18 10:09,7/26/18 10:09,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260177.JPG,7/26/18 10:59,7/26/18 10:59,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260178.JPG,7/26/18 10:59,7/26/18 10:59,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260179.JPG,7/26/18 11:00,7/26/18 11:00,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260180.JPG,7/26/18 11:00,7/26/18 11:00,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260181.JPG,7/26/18 11:01,7/26/18 11:01,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260182.JPG,7/26/18 11:01,7/26/18 11:01,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260183.JPG,7/26/18 12:06,7/26/18 12:06,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260184.JPG,7/26/18 12:06,7/26/18 12:06,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260185.JPG,7/26/18 12:26,7/26/18 12:26,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260186.JPG,7/26/18 12:26,7/26/18 12:26,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260187.JPG,7/26/18 12:27,7/26/18 12:27,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260188.JPG,7/26/18 12:27,7/26/18 12:27,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260189.JPG,7/26/18 12:28,7/26/18 12:28,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260190.JPG,7/26/18 12:28,7/26/18 12:28,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260191.JPG,7/26/18 12:31,7/26/18 12:31,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260192.JPG,7/26/18 12:31,7/26/18 12:31,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260193.JPG,7/26/18 12:58,7/26/18 12:58,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260194.JPG,7/26/18 12:58,7/26/18 12:58,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260195.JPG,7/26/18 13:06,7/26/18 13:06,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260196.JPG,7/26/18 13:06,7/26/18 13:06,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260197.JPG,7/26/18 13:07,7/26/18 13:07,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260198.JPG,7/26/18 13:07,7/26/18 13:07,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260199.JPG,7/26/18 13:08,7/26/18 13:08,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260200.JPG,7/26/18 13:08,7/26/18 13:08,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260201.JPG,7/26/18 13:12,7/26/18 13:12,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260202.JPG,7/26/18 13:12,7/26/18 13:12,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260203.JPG,7/26/18 13:14,7/26/18 13:14,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260204.JPG,7/26/18 13:14,7/26/18 13:14,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260205.JPG,7/26/18 13:35,7/26/18 13:35,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260206.JPG,7/26/18 13:35,7/26/18 13:35,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260207.JPG,7/26/18 14:37,7/26/18 14:37,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260208.JPG,7/26/18 14:37,7/26/18 14:37,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260209.JPG,7/26/18 14:37,7/26/18 14:37,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260210.JPG,7/26/18 14:37,7/26/18 14:37,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260211.JPG,7/26/18 14:39,7/26/18 14:39,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260212.JPG,7/26/18 14:39,7/26/18 14:39,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07260213.JPG,7/26/18 16:22,7/26/18 16:22,baboon,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07260214.JPG,7/26/18 16:22,7/26/18 16:22,baboon,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07260215.JPG,7/26/18 16:23,7/26/18 16:23,baboon,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07260216.JPG,7/26/18 16:23,7/26/18 16:23,baboon,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07260217.JPG,7/26/18 16:34,7/26/18 16:34,baboon,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07260218.JPG,7/26/18 16:34,7/26/18 16:34,baboon,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07260219.JPG,7/26/18 16:37,7/26/18 16:37,baboon,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07260220.JPG,7/26/18 16:37,7/26/18 16:37,baboon,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07270221.JPG,7/27/18 6:38,7/27/18 6:38,duiker,1,0,0,0,0,1,0,0
G12,G12/G12_R1/100EK113,07270222.JPG,7/27/18 6:38,7/27/18 6:38,duiker,1,0,0,0,0,1,0,0
G12,G12/G12_R1/100EK113,07270223.JPG,7/27/18 9:53,7/27/18 9:53,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07270224.JPG,7/27/18 9:53,7/27/18 9:53,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07270225.JPG,7/27/18 10:31,7/27/18 10:31,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07270226.JPG,7/27/18 10:31,7/27/18 10:31,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07270227.JPG,7/27/18 10:54,7/27/18 10:54,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07270228.JPG,7/27/18 10:54,7/27/18 10:54,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07270229.JPG,7/27/18 13:33,7/27/18 13:33,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07270230.JPG,7/27/18 13:33,7/27/18 13:33,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07270231.JPG,7/27/18 13:34,7/27/18 13:34,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07270232.JPG,7/27/18 13:34,7/27/18 13:34,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07270233.JPG,7/27/18 17:59,7/27/18 17:59,bushbuck,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07270234.JPG,7/27/18 17:59,7/27/18 17:59,bushbuck,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07270235.JPG,7/27/18 18:00,7/27/18 18:00,bushbuck,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07270236.JPG,7/27/18 18:00,7/27/18 18:00,bushbuck,1,0,1,0,0,1,0,0
G12,G12/G12_R1/100EK113,07280237.JPG,7/28/18 10:47,7/28/18 10:47,nothing there,,,,,,,,
G12,G12/G12_R1/100EK113,07280238.JPG,7/28/18 10:47,7/28/18 10:47,nothing there,,,,,,,,
